"","AGE","MARSTAT","CLASS","SEX","HHINCOME","RACE","RELIGION","HAPPY"
"4935","30to64","MARRIED","Manual labour","Men",5,"white",1,24
"4936","Under30","MARRIED","Manual labour","Women",7,"white",0,21
"4937","30to64","MARRIED","Manual labour","Men",7,"white",0,28
"4938","30to64","MARRIED","Upper salariat","Women",8,"white",1,25
"4939","30to64","SINGLE","Lower salariat","Women",6,"white",1,25
"4940","30to64","WIDOWED","Routine nonmanual","Women",4,"white",1,23
"4941","Under30","SINGLE","Routine nonmanual","Women",6,"white",0,27
"4942","30to64","SEPARATED OR DIVORCED","Manual labour","Men",7,"white",0,26
"4943","Under30","SINGLE","Upper salariat","Men",6,"white",0,23
"4944","30to64","MARRIED","Upper salariat","Women",10,"white",0,25
"4945","30to64","SINGLE","Lower salariat","Women",6,"white",1,27
"4946","30to64","MARRIED","Routine nonmanual","Women",9,"white",1,30
"4947","Under30","MARRIED","Upper salariat","Men",8,"white",0,21
"4948","30to64","SINGLE","Lower salariat","Men",6,"white",0,28
"4949","30to64","MARRIED","Routine nonmanual","Women",7,"white",0,24
"4950","30to64","MARRIED","Upper salariat","Men",7,"white",0,28
"4951","30to64","WIDOWED","Lower salariat","Women",7,"white",0,26
"4952","65plus","WIDOWED","Manual labour","Men",5,"white",0,28
"4953","Under30","MARRIED","Manual labour","Men",9,"white",1,20
"4954","Under30","MARRIED","Manual labour","Men",8,"white",1,21
"4955","Under30","SINGLE","Lower salariat","Women",4,"white",0,27
"4956","30to64","MARRIED","Routine nonmanual","Women",9,"white",0,29
"4957","65plus","MARRIED","Routine nonmanual","Women",7,"white",0,23
"4958","Under30","SINGLE","Lower salariat","Women",5,"white",0,22
"4959","Under30","SINGLE","Routine nonmanual","Women",3,"white",0,23
"4960","Under30","SINGLE","Lower salariat","Men",2,"white",1,25
"4961","30to64","SEPARATED OR DIVORCED","Lower salariat","Women",4,"white",0,22
"4962","Under30","SINGLE","Lower salariat","Women",5,"white",0,20
"4963","30to64","SEPARATED OR DIVORCED","Lower salariat","Men",6,"white",0,24
"4964","65plus","MARRIED","Self employed","Men",4,"white",0,26
"4965","30to64","MARRIED","Manual labour","Men",6,"white",0,24
"4966","30to64","MARRIED","Routine nonmanual","Men",9,"Nonwhite",0,29
"4967","30to64","MARRIED","Routine nonmanual","Women",7,"Nonwhite",0,27
"4968","Under30","MARRIED","Lower salariat","Women",8,"Nonwhite",0,21
"4969","Under30","MARRIED","Lower salariat","Men",5,"Nonwhite",0,19
"4970","Under30","SINGLE","Lower salariat","Men",4,"Nonwhite",1,18
"4971","30to64","SINGLE","Lower salariat","Men",3,"white",0,26
"4972","30to64","MARRIED","Routine nonmanual","Women",4,"white",0,19
"4973","Under30","MARRIED","Lower salariat","Women",7,"white",0,29
"4974","30to64","MARRIED","Lower salariat","Women",10,"white",0,24
"4975","30to64","MARRIED","Manual labour","Men",7,"white",0,24
"4976","30to64","SEPARATED OR DIVORCED","Routine nonmanual","Women",5,"white",0,21
"4977","Under30","SINGLE","Manual labour","Men",4,"white",1,16
"4978","Under30","MARRIED","Routine nonmanual","Women",9,"white",0,23
"4979","30to64","SINGLE","Lower salariat","Women",7,"white",0,28
"4980","65plus","MARRIED","Routine nonmanual","Women",6,"white",0,24
"4981","65plus","MARRIED","Manual labour","Men",8,"white",0,25
"4982","30to64","SEPARATED OR DIVORCED","Manual labour","Women",6,"white",0,25
"4983","30to64","SEPARATED OR DIVORCED","Manual labour","Men",7,"white",1,28
"4984","Under30","MARRIED","Lower salariat","Men",8,"white",0,23
"4985","Under30","SINGLE","Manual labour","Men",7,"white",1,27
"4986","Under30","SINGLE","Routine nonmanual","Women",9,"white",0,27
"4987","Under30","SINGLE","Manual labour","Men",4,"white",0,25
"4988","30to64","MARRIED","Manual labour","Women",7,"white",0,25
"4989","Under30","MARRIED","Lower salariat","Men",6,"white",0,27
"4990","30to64","MARRIED","Manual labour","Men",3,"white",1,25
"4991","30to64","MARRIED","Lower salariat","Women",8,"white",0,25
"4992","30to64","SINGLE","Lower salariat","Men",8,"white",0,24
"4993","30to64","MARRIED","Manual labour","Men",6,"white",1,22
"4994","30to64","MARRIED","Lower salariat","Men",8,"white",0,24
"4995","Under30","SINGLE","Lower salariat","Men",7,"white",0,14
"4996","30to64","SINGLE","Lower salariat","Women",6,"Nonwhite",0,23
"4997","Under30","SINGLE","Manual labour","Men",6,"white",0,23
"4998","65plus","MARRIED","Manual labour","Men",5,"white",0,23
"4999","30to64","SEPARATED OR DIVORCED","Routine nonmanual","Women",5,"white",0,23
"5000","Under30","SINGLE","Manual labour","Men",5,"white",0,25
"5001","30to64","MARRIED","Manual labour","Men",8,"white",0,25
"5002","Under30","MARRIED","Routine nonmanual","Women",7,"white",0,26
"5003","65plus","WIDOWED","Routine nonmanual","Women",6,"white",0,27
"5004","65plus","MARRIED","Self employed","Men",7,"white",0,23
"5005","65plus","MARRIED","Routine nonmanual","Women",6,"white",0,25
"5006","Under30","SINGLE","Routine nonmanual","Women",3,"white",1,22
"5007","65plus","MARRIED","Self employed","Men",5,"white",0,26
"5008","30to64","SEPARATED OR DIVORCED","Lower salariat","Men",10,"white",0,22
"5009","30to64","MARRIED","Manual labour","Men",7,"white",0,22
"5010","30to64","MARRIED","Upper salariat","Men",10,"white",0,25
"5011","Under30","SINGLE","Upper salariat","Men",6,"white",0,26
"5012","Under30","MARRIED","Lower salariat","Women",9,"white",1,25
"5013","30to64","SEPARATED OR DIVORCED","Upper salariat","Men",8,"white",0,26
"5014","30to64","MARRIED","Upper salariat","Men",10,"white",0,27
"5015","30to64","MARRIED","Routine nonmanual","Women",7,"white",0,25
"5016","30to64","SINGLE","Manual labour","Men",8,"white",0,23
"5017","30to64","MARRIED","Manual labour","Men",8,"white",0,23
"5018","30to64","MARRIED","Manual labour","Women",6,"white",0,16
"5019","65plus","WIDOWED","Self employed","Men",5,"white",0,28
"5020","30to64","MARRIED","Upper salariat","Men",9,"white",0,22
"5021","30to64","MARRIED","Manual labour","Men",10,"white",0,23
"5022","30to64","SINGLE","Lower salariat","Men",9,"white",0,25
"5023","30to64","MARRIED","Lower salariat","Women",8,"white",0,28
"5024","30to64","MARRIED","Routine nonmanual","Men",6,"white",0,23
"5025","30to64","SINGLE","Upper salariat","Men",10,"white",0,25
"5026","Under30","SINGLE","Manual labour","Men",8,"white",1,27
"5027","65plus","MARRIED","Lower salariat","Men",7,"white",0,26
"5028","30to64","MARRIED","Manual labour","Men",7,"white",1,21
"5029","Under30","SINGLE","Manual labour","Men",7,"white",1,28
"5030","30to64","MARRIED","Routine nonmanual","Women",8,"white",1,25
"5031","30to64","MARRIED","Lower salariat","Men",9,"white",1,19
"5032","30to64","SEPARATED OR DIVORCED","Manual labour","Women",8,"white",1,26
"5033","30to64","MARRIED","Manual labour","Women",8,"white",0,24
"5034","Under30","MARRIED","Routine nonmanual","Women",8,"white",0,28
"5035","30to64","MARRIED","Upper salariat","Women",8,"white",0,16
"5036","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,24
"5037","30to64","MARRIED","Self employed","Men",5,"white",1,25
"5038","Under30","MARRIED","Manual labour","Men",8,"white",1,24
"5039","30to64","MARRIED","Manual labour","Men",8,"white",0,27
"5040","30to64","MARRIED","Upper salariat","Men",8,"white",1,24
"5041","30to64","MARRIED","Upper salariat","Men",8,"Nonwhite",0,22
"5042","65plus","SEPARATED OR DIVORCED","Routine nonmanual","Women",4,"Nonwhite",0,25
"5043","Under30","SINGLE","Lower salariat","Women",10,"Nonwhite",0,20
"5044","30to64","MARRIED","Upper salariat","Women",8,"Nonwhite",1,27
"5045","30to64","SINGLE","Manual labour","Men",3,"white",0,15
"5046","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,25
"5047","Under30","SINGLE","Manual labour","Men",4,"white",0,17
"5048","Under30","SINGLE","Manual labour","Men",5,"white",1,21
"5049","30to64","MARRIED","Lower salariat","Men",10,"white",0,23
"5050","Under30","MARRIED","Upper salariat","Men",8,"Nonwhite",0,29
"5051","30to64","MARRIED","Routine nonmanual","Men",7,"Nonwhite",1,21
"5052","30to64","MARRIED","Upper salariat","Women",8,"Nonwhite",0,28
"5053","30to64","MARRIED","Routine nonmanual","Women",9,"Nonwhite",0,25
"5054","30to64","SINGLE","Lower salariat","Men",7,"Nonwhite",1,21
"5055","Under30","MARRIED","Upper salariat","Men",9,"Nonwhite",1,27
"5056","30to64","MARRIED","Routine nonmanual","Women",8,"Nonwhite",1,23
"5057","65plus","MARRIED","Manual labour","Men",8,"Nonwhite",0,23
"5058","30to64","SINGLE","Lower salariat","Men",3,"Nonwhite",1,19
"5059","Under30","SINGLE","Lower salariat","Men",6,"Nonwhite",1,23
"5060","30to64","SEPARATED OR DIVORCED","Upper salariat","Men",9,"white",1,24
"5061","Under30","MARRIED","Manual labour","Men",5,"white",1,30
"5062","30to64","MARRIED","Manual labour","Men",8,"white",1,25
"5063","30to64","SINGLE","Lower salariat","Men",10,"Nonwhite",0,26
"5064","Under30","MARRIED","Manual labour","Men",9,"Nonwhite",0,24
"5065","30to64","WIDOWED","Routine nonmanual","Women",5,"Nonwhite",0,18
"5066","Under30","SINGLE","Routine nonmanual","Women",7,"Nonwhite",0,19
"5067","30to64","MARRIED","Lower salariat","Women",8,"Nonwhite",0,29
"5068","30to64","WIDOWED","Manual labour","Men",5,"Nonwhite",0,19
"5069","65plus","MARRIED","Upper salariat","Women",7,"white",0,27
"5070","30to64","MARRIED","Upper salariat","Men",10,"white",1,26
"5071","Under30","MARRIED","Manual labour","Men",8,"white",0,23
"5072","30to64","MARRIED","Upper salariat","Men",8,"white",0,27
"5073","30to64","SINGLE","Self employed","Men",4,"white",1,28
"5074","30to64","MARRIED","Manual labour","Men",9,"white",0,27
"5075","30to64","MARRIED","Manual labour","Men",8,"white",0,25
"5076","Under30","SINGLE","Manual labour","Men",3,"white",1,21
"5077","Under30","MARRIED","Upper salariat","Women",10,"white",0,29
"5078","30to64","SEPARATED OR DIVORCED","Manual labour","Men",8,"white",0,22
"5079","30to64","SINGLE","Manual labour","Men",8,"white",1,20
"5080","65plus","MARRIED","Lower salariat","Men",9,"white",1,23
"5081","30to64","MARRIED","Manual labour","Men",9,"white",1,24
"5082","Under30","MARRIED","Self employed","Women",6,"white",0,27
"5083","30to64","MARRIED","Lower salariat","Women",8,"white",1,27
"5084","65plus","MARRIED","Manual labour","Men",7,"white",0,26
"5085","Under30","SINGLE","Upper salariat","Men",10,"white",1,28
"5086","65plus","SEPARATED OR DIVORCED","Lower salariat","Women",3,"white",0,23
"5087","Under30","SINGLE","Manual labour","Men",8,"white",0,21
"5088","Under30","MARRIED","Routine nonmanual","Men",7,"white",1,22
"5089","Under30","SINGLE","Lower salariat","Men",7,"white",1,27
"5090","65plus","WIDOWED","Upper salariat","Women",8,"white",0,23
"5091","30to64","MARRIED","Upper salariat","Men",9,"white",0,24
"5092","30to64","WIDOWED","Self employed","Women",3,"white",0,18
"5093","30to64","MARRIED","Routine nonmanual","Women",9,"white",0,28
"5094","30to64","MARRIED","Manual labour","Men",8,"white",0,14
"5095","30to64","MARRIED","Self employed","Men",10,"white",0,23
"5096","30to64","SEPARATED OR DIVORCED","Routine nonmanual","Women",5,"white",0,21
"5097","65plus","SINGLE","Lower salariat","Men",8,"white",0,22
"5098","65plus","MARRIED","Lower salariat","Men",9,"white",1,27
"5099","30to64","MARRIED","Manual labour","Men",10,"white",0,27
"5100","65plus","MARRIED","Manual labour","Men",8,"white",1,23
"5101","30to64","MARRIED","Lower salariat","Men",8,"white",1,26
"5102","30to64","MARRIED","Lower salariat","Men",10,"white",0,25
"5103","65plus","MARRIED","Self employed","Men",8,"white",1,23
"5104","30to64","SEPARATED OR DIVORCED","Routine nonmanual","Women",5,"white",0,24
"5105","30to64","MARRIED","Routine nonmanual","Women",7,"white",0,27
"5106","30to64","MARRIED","Routine nonmanual","Women",9,"white",0,26
"5107","Under30","SINGLE","Self employed","Men",6,"white",1,23
"5108","30to64","MARRIED","Lower salariat","Men",7,"white",1,23
"5109","30to64","MARRIED","Lower salariat","Women",10,"white",0,30
"5110","Under30","MARRIED","Routine nonmanual","Women",4,"white",0,29
"5111","Under30","MARRIED","Manual labour","Men",6,"white",0,26
"5112","30to64","SEPARATED OR DIVORCED","Lower salariat","Men",7,"white",0,17
"5113","65plus","WIDOWED","Upper salariat","Women",6,"white",0,22
"5114","65plus","WIDOWED","Lower salariat","Women",6,"white",0,28
"5115","30to64","MARRIED","Lower salariat","Men",8,"white",1,24
"5116","Under30","SINGLE","Lower salariat","Men",8,"white",0,24
"5117","Under30","SINGLE","Manual labour","Men",5,"white",0,22
"5118","Under30","SINGLE","Lower salariat","Women",4,"white",1,24
"5119","Under30","MARRIED","Routine nonmanual","Women",2,"Nonwhite",1,25
"5120","30to64","SEPARATED OR DIVORCED","Upper salariat","Women",4,"white",0,30
"5121","65plus","MARRIED","Manual labour","Men",4,"white",1,23
"5122","30to64","MARRIED","Lower salariat","Women",8,"white",1,24
"5123","30to64","MARRIED","Manual labour","Women",10,"white",0,23
"5124","Under30","MARRIED","Routine nonmanual","Women",6,"white",0,21
"5125","30to64","MARRIED","Manual labour","Men",8,"white",0,25
"5126","Under30","SINGLE","Routine nonmanual","Women",3,"white",0,28
"5127","Under30","SINGLE","Upper salariat","Men",6,"white",0,26
"5128","30to64","MARRIED","Lower salariat","Women",8,"white",0,27
"5129","30to64","MARRIED","Lower salariat","Women",8,"white",0,23
"5130","30to64","SEPARATED OR DIVORCED","Manual labour","Women",4,"white",0,24
"5131","30to64","MARRIED","Upper salariat","Men",8,"white",1,25
"5132","30to64","MARRIED","Routine nonmanual","Women",6,"white",0,19
"5133","Under30","MARRIED","Routine nonmanual","Women",5,"white",1,24
"5134","30to64","SEPARATED OR DIVORCED","Routine nonmanual","Women",4,"white",0,26
"5135","30to64","MARRIED","Manual labour","Men",6,"white",0,24
"5136","30to64","MARRIED","Manual labour","Men",8,"white",1,26
"5137","30to64","MARRIED","Routine nonmanual","Women",4,"white",1,25
"5138","30to64","MARRIED","Lower salariat","Women",10,"white",0,25
"5139","30to64","MARRIED","Manual labour","Men",8,"white",0,22
"5140","Under30","SINGLE","Manual labour","Men",10,"white",0,22
"5141","30to64","MARRIED","Routine nonmanual","Women",9,"white",1,24
"5142","30to64","MARRIED","Upper salariat","Women",10,"white",0,24
"5143","30to64","MARRIED","Routine nonmanual","Women",10,"white",1,27
"5144","30to64","MARRIED","Lower salariat","Men",9,"white",1,29
"5145","30to64","MARRIED","Manual labour","Men",8,"white",1,23
"5146","65plus","WIDOWED","Manual labour","Women",6,"white",0,29
"5147","Under30","MARRIED","Upper salariat","Women",8,"white",0,24
"5148","30to64","SINGLE","Lower salariat","Men",10,"white",1,27
"5149","30to64","SINGLE","Manual labour","Men",8,"white",0,21
"5150","30to64","SEPARATED OR DIVORCED","Upper salariat","Women",7,"white",0,26
"5151","30to64","SEPARATED OR DIVORCED","Lower salariat","Men",8,"white",1,23
"5152","30to64","MARRIED","Routine nonmanual","Women",6,"white",0,22
"5153","Under30","SINGLE","Manual labour","Men",6,"white",0,27
"5154","30to64","WIDOWED","Routine nonmanual","Women",4,"white",1,20
"5155","Under30","SINGLE","Lower salariat","Women",6,"white",0,27
"5156","30to64","MARRIED","Lower salariat","Women",8,"white",0,26
"5157","Under30","SINGLE","Manual labour","Men",8,"white",1,23
"5158","Under30","MARRIED","Lower salariat","Women",8,"white",0,24
"5159","30to64","MARRIED","Manual labour","Men",9,"white",0,27
"5160","65plus","WIDOWED","Manual labour","Women",4,"white",1,22
"5161","30to64","MARRIED","Upper salariat","Women",8,"white",0,25
"5162","30to64","MARRIED","Routine nonmanual","Men",8,"white",1,18
"5163","30to64","MARRIED","Lower salariat","Women",8,"white",0,25
"5164","65plus","WIDOWED","Lower salariat","Women",4,"white",0,24
"5165","30to64","MARRIED","Self employed","Women",10,"white",0,24
"5166","65plus","MARRIED","Lower salariat","Men",7,"white",0,28
"5167","65plus","MARRIED","Routine nonmanual","Men",7,"white",0,20
"5168","30to64","SEPARATED OR DIVORCED","Routine nonmanual","Women",6,"white",0,27
"5169","30to64","MARRIED","Lower salariat","Women",9,"Nonwhite",0,23
"5170","Under30","SINGLE","Routine nonmanual","Women",10,"Nonwhite",0,28
"5171","65plus","WIDOWED","Routine nonmanual","Women",6,"white",0,22
"5172","Under30","SINGLE","Routine nonmanual","Women",8,"Nonwhite",0,24
"5173","65plus","MARRIED","Routine nonmanual","Women",8,"white",0,27
"5174","30to64","MARRIED","Lower salariat","Women",7,"white",1,26
"5175","Under30","MARRIED","Manual labour","Women",5,"white",0,23
"5176","30to64","MARRIED","Routine nonmanual","Women",5,"white",0,23
"5177","30to64","MARRIED","Upper salariat","Men",9,"Nonwhite",1,25
"5178","30to64","SEPARATED OR DIVORCED","Routine nonmanual","Women",3,"white",0,28
"5179","Under30","MARRIED","Manual labour","Men",9,"white",0,23
"5180","Under30","MARRIED","Upper salariat","Men",7,"white",0,22
"5181","Under30","MARRIED","Manual labour","Women",8,"white",0,20
"5182","30to64","SEPARATED OR DIVORCED","Manual labour","Men",6,"white",0,27
"5183","65plus","WIDOWED","Manual labour","Women",4,"white",0,24
"5184","Under30","MARRIED","Lower salariat","Women",8,"white",1,24
"5185","30to64","SEPARATED OR DIVORCED","Routine nonmanual","Women",5,"white",0,14
"5186","30to64","MARRIED","Manual labour","Women",8,"white",0,25
"5187","30to64","MARRIED","Routine nonmanual","Men",8,"white",0,27
"5188","Under30","MARRIED","Lower salariat","Men",3,"white",0,21
